2015111000000159|00000100000361|20151110|102557|0|0|||||01|C|
2015111000000160|00000100000361|20151110|105752|0|0|||||01|C|
2015111000000190|00000100000361|20151110|171343|0|0|||||01|C|
20151110100442|00000100000004|20151110|100442|0|0|||||51|D|
20151110101429|00000100000004|20151110|101429|0|384|||||51|D|
20151110105341|00000100000004|20151110|105341|0|384|||||51|D|
20151110105658|00000100000004|20151110|105658|0|384|||||51|D|
20151110111209|00000100000359|20151110|111209|0|656|||||51|D|
20151110111612|00000100000359|20151110|111612|0|656|||||51|D|
20151110112111|00000100000359|20151110|112111|0|656|||||51|D|
P20151110091454||20151110|091454|0|0|||||51|D|
P20151110093716|00000100000360|20151110|093716|0|0|||||01|D|
P20151110152346|00000100000005|20151110|152346|0|0|||||01|D|
P20151110153551|00000100000005|20151110|153551|0|0|||||01|D|
P20151110170324|00000100000005|20151110|170324|0|0|||||01|D|
