T00000010|00000100000366|20151114|163818|0|0|||||51|C|
T00000010|11111100000000|20151114|163818|0|0|||||51|D|
T00000011|00000100000360|20151114|163818|0|0|||||51|C|
T00000011|11111100000000|20151114|163818|0|0|||||51|D|
T00000012|00000100000366|20151114|165046|0|0|||||51|C|
T00000012|11111100000000|20151114|165046|0|0|||||51|D|
T00000013|00000100000360|20151114|165046|0|0|||||51|C|
T00000013|11111100000000|20151114|165046|0|0|||||51|D|
T00000014|00000100000366|20151114|165351|0|0|||||51|C|
T00000014|11111100000000|20151114|165351|0|0|||||51|D|
T00000015|00000100000360|20151114|165351|0|0|||||51|C|
T00000015|11111100000000|20151114|165351|0|0|||||51|D|
T00000016|00000100000366|20151114|165958|0|0|||||51|C|
T00000016|11111100000000|20151114|165958|0|0|||||51|D|
T00000017|00000100000360|20151114|165958|0|0|||||51|C|
T00000017|11111100000000|20151114|165958|0|0|||||51|D|
T00000018|00000100000007|20151114|170820|0|0|||||51|C|
T00000018|11111100000000|20151114|170820|0|0|||||51|D|
T00000019|00000100000361|20151114|170820|0|0|||||51|C|
T00000019|11111100000000|20151114|170820|0|0|||||51|D|
T00000020|00000100000360|20151114|170820|0|0|||||51|C|
T00000020|11111100000000|20151114|170820|0|0|||||51|D|
