2015111300000229|00000100000365|20151113|110052|0|0|||||01|C|
2015111300000230|00000100000365|20151113|140835|0|0|||||01|C|
2015111300000232|00000100000004|20151113|151845|0|0|||||01|C|
20151113105501|00000100000004|20151113|105501|0|384|||||51|D|
20151113115454|00000100000004|20151113|115454|0|384|||||51|D|
P20151113084817|00000100000005|20151113|084817|0|0|||||01|D|
P20151113090951||20151113|090951|0|0|||||51|D|
P20151113093939||20151113|093939|0|0|||||51|D|
P20151113095607|00000100000007|20151113|095607|0|0|||||51|D|
P20151113104817|00000100000365|20151113|104817|0|0|||||51|D|
P20151113113410|00000100000005|20151113|113410|0|0|||||01|D|
P20151113114403|00000100000005|20151113|114403|0|0|||||01|D|
P20151113153906|00000100000365|20151113|153906|0|0|||||51|D|
P20151113162936||20151113|162936|0|0|||||51|D|
P20151113171341||20151113|171341|0|0|||||51|D|
P20151113192221|00000100000365|20151113|192221|0|0|||||51|D|
P20151113192904|00000100000365|20151113|192904|0|0|||||51|D|
P20151113212359|00000100000360|20151113|212359|0|0|||||01|D|
