2015110200000025|00000100000357|20151102|141921|0|0|||||01|C|
2015110200000026|00000100000357|20151102|143055|0|0|||||01|C|
2015110200000027|00000100000010|20151102|143903|0|0|||||01|C|
2015110200000028|00000100000010|20151102|145026|0|0|||||01|C|
20151102175046||20151102|175046|0|0|||||51|D|
20151102175404||20151102|175404|0|0|||||51|D|
20151102175730||20151102|175730|0|0|||||51|D|
20151102180057||20151102|180057|0|0|||||51|D|
20151102180343||20151102|180343|0|0|||||51|D|
20151102180516||20151102|180516|0|0|||||51|D|
A015110200000001|00000100000360|20151102|110311|0|0|||||51|C|
P20151102100442|00000100000005|20151102|100442|0|0|||||51|D|
P20151102110312|00000100000010|20151102|110312|0|0|||||51|D|
P20151102111150|00000100000360|20151102|111150|0|0|||||01|D|
P20151102112648||20151102|112648|0|0|||||51|D|
P20151102113440||20151102|113440|0|0|||||51|D|
P20151102113847|11111100000000|20151102|113847|0|0|||||01|C|
P20151102150847|00000100000357|20151102|150847|0|0|||||51|D|
P20151102151343|00000100000010|20151102|151343|0|0|||||51|D|
P20151102152055|11111100000000|20151102|152055|0|0|||||01|C|
P20151102152417||20151102|152417|0|0|||||51|D|
P20151102152555|11111100000000|20151102|152555|0|0|||||01|C|
P20151102161200||20151102|161200|0|0|||||51|D|
P20151102161919|00000100000360|20151102|161919|0|0|||||01|D|
