P20151116092317|00000100000365|20151116|092317|0|0|||||51|D|
P20151116101149|00000100000365|20151116|101149|0|0|||||51|D|
P20151116102636|00000100000365|20151116|102636|0|0|||||51|D|
P20151116104446|00000100000365|20151116|104446|0|0|||||51|D|
P20151116105131|00000100000365|20151116|105131|0|0|||||51|D|
P20151116161510|00000100000365|20151116|161510|0|0|||||01|D|
T015111600000021|00000100000007|20151116|190359|0|0|||||51|C|
T015111600000021|11111100000000|20151116|190359|0|0|||||51|D|
T015111600000022|00000100000361|20151116|190359|0|0|||||51|C|
T015111600000022|11111100000000|20151116|190359|0|0|||||51|D|
T015111600000023|00000100000360|20151116|190359|0|0|||||51|C|
T015111600000023|11111100000000|20151116|190359|0|0|||||51|D|
