P20151119085348|00000100000365|20151119|085348|0|0|||||01|D|
P20151119085423|00000100000365|20151119|085423|0|0|||||01|D|
P20151119113325|11111100000000|20151119|113325|0|0|||||01|C|
P20151119113849|11111100000000|20151119|113849|0|0|||||01|C|
P20151119114931|11111100000000|20151119|114931|0|0|||||01|C|
SWT201511190958114631|11111100000000|20151119|095811|0|0|||||01|C|
SWT201511191000190770|11111100000000|20151119|100019|0|0|||||01|C|
SWT201511191004519694|11111100000000|20151119|100451|0|0|||||01|C|
SWT201511191013402775|11111100000000|20151119|101340|0|0|||||01|C|
SWT201511191017344471|11111100000000|20151119|101734|0|0|||||01|C|
SWT201511191020281892|11111100000000|20151119|102028|0|0|||||01|C|
SWT201511191022056470|11111100000000|20151119|102205|0|0|||||01|C|
SWT201511191035495539|11111100000000|20151119|103549|0|0|||||01|C|
SWT201511191053237707|11111100000000|20151119|105323|0|0|||||01|C|
SWT201511191058153614|11111100000000|20151119|105815|0|0|||||01|C|
SWT201511191143583350|11111100000000|20151119|114358|0|0|||||01|C|
SWT201511191420138623|11111100000000|20151119|142013|0|0|||||01|C|
SWT201511191422000620|11111100000000|20151119|142200|0|0|||||01|C|
SWT201511191427289583|11111100000000|20151119|142728|0|0|||||01|C|
SWT201511191432509754|11111100000000|20151119|143250|0|0|||||01|C|
SWT201511191437491088|11111100000000|20151119|143749|0|0|||||01|C|
SWT201511191442120632|11111100000000|20151119|144212|0|0|||||01|C|
SWT201511191446174022|11111100000000|20151119|144617|0|0|||||01|C|
SWT201511191448538056|11111100000000|20151119|144853|0|0|||||01|C|
SWT201511191458430836|11111100000000|20151119|145843|0|0|||||01|C|
SWT201511191512203585|11111100000000|20151119|151220|0|0|||||01|C|
SWT201511191559292764|11111100000000|20151119|155929|0|0|||||01|C|
SWT201511191613091611|11111100000000|20151119|161309|0|0|||||01|C|
SWT201511191641592400|11111100000000|20151119|164159|0|0|||||01|C|
SWT201511191648308100|11111100000000|20151119|164830|0|0|||||01|C|
SWT201511191651253872|11111100000000|20151119|165125|0|0|||||01|C|
